date,strategy,portfolio_return,benchmark_return,portfolio_value,cumulative_return
2025-02-03,Equal Weight,-0.0044277217142215655,-0.0044277217142215655,0.9955722782857784,-0.004427721714221566
2025-02-04,Equal Weight,0.013506311827182661,0.013506311827182661,1.009018787922805,0.009018787922804972
2025-02-05,Equal Weight,-0.00013256525224399562,-0.00013256525224399562,1.008885027092665,0.008885027092665032
2025-02-06,Equal Weight,-0.003418318201281874,-0.003418318201281874,1.0054363370415533,0.00543633704155333
2025-02-07,Equal Weight,0.0022175183289250733,0.0022175183289250733,1.0076659105475103,0.007665910547510313
2025-02-10,Equal Weight,-0.009854470518214658,-0.009854470518214658,0.99773589653981,-0.0022641034601900145
2025-02-11,Equal Weight,-0.016392621630747253,-0.016392621630747253,0.9813803895004185,-0.018619610499581496
2025-02-12,Equal Weight,0.0014375248266289462,0.0014375248266289462,0.9827911481746922,-0.017208851825307847
2025-02-13,Equal Weight,0.0009641496004655712,0.0009641496004655712,0.9837387058675459,-0.01626129413245414
2025-02-14,Equal Weight,-0.010188423471944506,-0.010188423471944506,0.9737159593464246,-0.02628404065357537
2025-02-17,Equal Weight,0.005553577041965793,0.005553577041965793,0.9791235659436466,-0.02087643405635342
2025-02-18,Equal Weight,-0.0001979343782919384,-0.0001979343782919384,0.9789297637293505,-0.021070236270649523
2025-02-19,Equal Weight,8.625493265743071e-05,8.625493265743071e-05,0.9790142012501973,-0.020985798749802664
2025-02-20,Equal Weight,0.003194187949861955,0.003194187949861955,0.9821413566145746,-0.01785864338542542
2025-02-21,Equal Weight,-0.006417977202036822,-0.006417977202036822,0.9758379957786447,-0.024162004221355282
2025-02-24,Equal Weight,-0.009042780956222388,-0.009042780956222388,0.9670137065340594,-0.03298629346594062
2025-02-25,Equal Weight,-0.0025102379903388142,-0.0025102379903388142,0.9645862719907393,-0.03541372800926068
2025-02-27,Equal Weight,-0.0029333758024070104,-0.0029333758024070104,0.9617567779611477,-0.03824322203885233
2025-02-28,Equal Weight,-0.02555062778344197,-0.02555062778344197,0.9371832885092599,-0.06281671149074008
2025-03-03,Equal Weight,0.00193978293025194,0.00193978293025194,0.9390012206548275,-0.060998779345172505
2025-03-04,Equal Weight,-0.0030622184841443555,-0.0030622184841443555,0.9361257937603041,-0.06387420623969586
2025-03-05,Equal Weight,0.016837311679996077,0.016837311679996077,0.9518876355215301,-0.04811236447846989
2025-03-06,Equal Weight,0.011362014613653566,0.011362014613653566,0.9627029967468818,-0.037297003253118244
2025-03-07,Equal Weight,-0.0007803201957136582,-0.0007803201957136582,0.9619517801560461,-0.0380482198439539
2025-03-10,Equal Weight,-0.006756910579461281,-0.006756910579461281,0.9554519579957781,-0.04454804200422191
2025-03-11,Equal Weight,-0.0033715855137322363,-0.0033715855137322363,0.9522305700151323,-0.04776942998486766
2025-03-12,Equal Weight,-0.002142428541737068,-0.002142428541737068,0.9501904840636174,-0.04980951593638261
2025-03-13,Equal Weight,-0.00522768272187262,-0.00522768272187262,0.9452231896875903,-0.05477681031240966
2025-03-17,Equal Weight,0.006573511097604511,0.006573511097604511,0.9514366248147147,-0.04856337518528531
2025-03-18,Equal Weight,0.0,0.0,0.9514366248147147,-0.04856337518528531
2025-03-19,Equal Weight,0.019183546648120383,0.019183546648120383,0.9696885536895778,-0.030311446310422152
2025-03-20,Equal Weight,0.01110964962800045,0.01110964962800045,0.9804614537693517,-0.019538546230648324
2025-03-21,Equal Weight,0.00834114545481024,0.00834114545481024,0.9886396253680765,-0.01136037463192352
2025-03-24,Equal Weight,0.010660834895042565,0.010660834895042565,0.9991793491848222,-0.0008206508151777925
2025-03-25,Equal Weight,-0.002984564956190615,-0.002984564956190615,0.9961972335142959,-0.003802766485704101
2025-03-26,Equal Weight,-0.007122494415625557,-0.007122494415625557,0.9891018242817288,-0.01089817571827123
2025-03-27,Equal Weight,0.0055878406508100085,0.0055878406508100085,0.9946287676632406,-0.005371232336759402
2025-03-28,Equal Weight,-0.005117251904288066,-0.005117251904288066,0.9895390017078562,-0.010460998292143753
2025-04-01,Equal Weight,-0.00743037754542132,-0.00743037754542132,0.9821863533292475,-0.01781364667075247
2025-04-02,Equal Weight,0.008018137863994142,0.008018137863994142,0.990061658918375,-0.009938341081624946
2025-04-03,Equal Weight,-0.0016446208816878146,-0.0016446208816878146,0.9884333828399594,-0.011566617160040593
2025-04-04,Equal Weight,-0.023079939509789375,-0.023079939509789375,0.9656204001545566,-0.034379599845443365
2025-04-07,Equal Weight,-0.02983294317233569,-0.02983294317233569,0.9368131016306978,-0.06318689836930225
2025-04-08,Equal Weight,0.018998041127549038,0.018998041127549038,0.9546107154643045,-0.04538928453569546
2025-04-09,Equal Weight,-0.004113155662477508,-0.004113155662477508,0.9506842529945309,-0.049315747005469146
2025-04-11,Equal Weight,0.020125074596474418,0.020125074596474418,0.9698168445037394,-0.030183155496260605
2025-04-15,Equal Weight,0.020416017231110098,0.020416017231110098,0.9896166419121486,-0.010383358087851402
2025-04-16,Equal Weight,0.005641430906483673,0.005641430906483673,0.9951994958214023,-0.004800504178597675
2025-04-17,Equal Weight,0.009984406390676605,0.009984406390676605,1.0051359720274797,0.005135972027479729
2025-04-21,Equal Weight,0.013301780225252816,0.013301780225252816,1.0185060698238853,0.01850606982388525
2025-04-22,Equal Weight,-0.0019488999583465256,-0.0019488999583465256,1.0165211033868298,0.016521103386829772
2025-04-23,Equal Weight,0.010038803884842393,0.010038803884842393,1.0267257593885337,0.02672575938853372
2025-04-24,Equal Weight,0.0009442150311930024,0.0009442150311930024,1.0276952092834613,0.027695209283461253
2025-04-25,Equal Weight,-0.011639207659993671,-0.011639207659993671,1.0157336513314303,0.015733651331430343
2025-04-28,Equal Weight,0.011073776104612574,0.011073776104612574,1.0269816583681952,0.026981658368195216
2025-04-29,Equal Weight,-0.0029348229211934576,-0.0029348229211934576,1.023967649057571,0.023967649057571094
2025-04-30,Equal Weight,-0.0015502426212652164,-0.0015502426212652164,1.0223802507652053,0.022380250765205334
2025-05-02,Equal Weight,-0.0030296995717860355,-0.0030296995717860355,1.0192827457572595,0.019282745757259523
2025-05-05,Equal Weight,0.00827437735679951,0.00827437735679951,1.0277166758289298,0.027716675828929782
2025-05-06,Equal Weight,-0.004806044735702697,-0.004806044735702697,1.0227774235092684,0.02277742350926837
2025-05-07,Equal Weight,0.0015697036629210902,0.0015697036629210902,1.024382880977304,0.0243828809773039
2025-05-08,Equal Weight,-0.009690661749898372,-0.009690661749898372,1.0144559329753664,0.014455932975366403
2025-05-09,Equal Weight,-0.005198443672388644,-0.005198443672388644,1.0091823409496734,0.009182340949673407
2025-05-12,Equal Weight,0.03180607315139546,0.03180607315139546,1.041280468309015,0.041280468309015106
2025-05-13,Equal Weight,-0.010925384929186656,-0.010925384929186656,1.0299040783734954,0.029904078373495402
2025-05-14,Equal Weight,0.005208274527763036,0.005208274527763036,1.0352681015509273,0.0352681015509273
2025-05-15,Equal Weight,0.015887163311313183,0.015887163311313183,1.05171557495126,0.05171557495125989
2025-05-16,Equal Weight,-0.0002995283937347339,-0.0002995283937347339,1.051400556274429,0.05140055627442908
2025-05-19,Equal Weight,-0.0008640559913543342,-0.0008640559913543342,1.050492087324467,0.05049208732446697
2025-05-20,Equal Weight,-0.011579636514841172,-0.011579636514841172,1.0383277707915328,0.03832777079153282
2025-05-21,Equal Weight,0.005455290858200891,0.005455290858200891,1.043992150787348,0.04399215078734797
2025-05-22,Equal Weight,-0.00852612471962633,-0.00852612471962633,1.0350909435034241,0.03509094350342412
2025-05-23,Equal Weight,0.009205378817187857,0.009205378817187857,1.0446193477486134,0.044619347748613425
2025-05-26,Equal Weight,0.007303082424568982,0.007303082424568982,1.052248288947521,0.05224828894752109
2025-05-27,Equal Weight,-0.006193890433953517,-0.006193890433953517,1.045730778336465,0.045730778336465105
2025-05-28,Equal Weight,-0.004225951775743792,-0.004225951775743792,1.0413115704968041,0.04131157049680412
2025-05-29,Equal Weight,0.0034576008817814134,0.0034576008817814134,1.044912010301163,0.0449120103011631
2025-05-30,Equal Weight,-0.006897559785472227,-0.006897559785472227,1.037704667239553,0.0377046672395529
2025-06-02,Equal Weight,-0.0009820948303715892,-0.0009820948303715892,1.0366855428504045,0.036685542850404484
2025-06-03,Equal Weight,-0.0076390039565663705,-0.0076390039565663705,1.028766297886855,0.02876629788685503
2025-06-04,Equal Weight,0.0021979267747978884,0.0021979267747978884,1.0310274508779902,0.031027450877990193
2025-06-05,Equal Weight,0.00222911868251986,0.00222911868251986,1.0333257334309331,0.03332573343093315
2025-06-06,Equal Weight,0.010508607676877849,0.010508607676877849,1.0441845481659808,0.04418454816598083
2025-06-09,Equal Weight,0.006713721869669395,0.006713721869669395,1.0511949128029736,0.05119491280297361
2025-06-10,Equal Weight,0.0029086860830305583,0.0029086860830305583,1.054252508816396,0.054252508816396094
2025-06-11,Equal Weight,0.0028201798928712716,0.0028201798928712716,1.0572256905437691,0.05722569054376914
2025-06-12,Equal Weight,-0.010765482239793019,-0.010765482239793019,1.0458441461487673,0.045844146148767306
2025-06-13,Equal Weight,-0.006078899480419709,-0.006078899480419709,1.0394865647121436,0.039486564712143624
2025-06-16,Equal Weight,0.009095609118367987,0.009095609118367987,1.0489413281885605,0.04894132818856045
2025-06-17,Equal Weight,-0.005429410074918592,-0.005429410074918592,1.043246195573295,0.04324619557329501
2025-06-18,Equal Weight,-0.0017971914067843964,-0.0017971914067843964,1.0413712824754502,0.04137128247545019
2025-06-19,Equal Weight,-0.0017455587480206293,-0.0017455587480206293,1.0395535077233877,0.039553507723387726
2025-06-20,Equal Weight,0.009173113956091895,0.009173113956091895,1.0490894505131896,0.04908945051318958
2025-06-23,Equal Weight,-0.003241938742134126,-0.003241938742134126,1.0456883667796066,0.04568836677960664
2025-06-24,Equal Weight,0.004249863032450715,0.004249863032450715,1.0501323991130471,0.05013239911304712
2025-06-25,Equal Weight,0.007360644782332094,0.007360644782332094,1.0578620506773364,0.05786205067733641
2025-06-26,Equal Weight,0.009876754864192767,0.009876754864192767,1.0683102948320087,0.06831029483200868
2025-06-27,Equal Weight,0.0040554841639367616,0.0040554841639367616,1.0726428103148706,0.07264281031487063
2025-06-30,Equal Weight,-0.002851326322402017,-0.002851326322402017,1.0695843556352846,0.06958435563528464
2025-07-01,Equal Weight,0.00037934233841458305,0.00037934233841458305,1.069990094265883,0.0699900942658831
2025-07-02,Equal Weight,-0.000567031086185236,-0.000567031086185236,1.069383376620524,0.06938337662052407
2025-07-03,Equal Weight,-0.0011347901664163062,-0.0011347901664163062,1.0681698508806061,0.06816985088060612
2025-07-04,Equal Weight,0.003306974822971131,0.003306974822971131,1.071702261684125,0.07170226168412497
